SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,FLAG_EXT_SOURCE_1_NULO,FLAG_EXT_SOURCE_3_NULO,FLAG_OCCUPATION_NULO,DTI,RATIO_CREDITO_INGRESO,PLAZO_MESES,EDAD_AÑOS,ANTIGUEDAD_LABORAL_AÑOS,FLAG_PENSIONADO_DESEMPLEADO,EXT_SOURCE_PROMEDIO,EXT_SOURCE_MIN,DTI_X_EXT2,RIESGO_EDAD_SCORE,ORG_TYPE_GRUPO
107565,0,0,1,1,1,0,292500.0,1530517.5,44878.5,1368000.0,6,1,4,1,1,0.019101,-14548,-205,-3755.0,-4849,18.0,1,1,0,1,0,0,16,2.0,2,2,1,11,0,1,1,0,1,1,,0.4071117838904492,0.8016009030071296,1.0,0.0,1.0,0.0,-515.0,0,0.0,0.0,1.0,1.0,1,0,0,0.1534307692307692,5.232538461538462,34.10357966509576,39,0.5616438356164384,0,0.6043563434487894,0.4071117838904492,0.0909672950655469,0.2422308101333942,3
284280,0,0,0,0,1,0,202500.0,1097131.5,56146.5,886500.0,6,7,4,2,2,0.04622,-22760,-2345,-10613.0,-4485,,1,1,0,1,0,0,14,1.0,1,1,6,14,0,0,0,0,0,0,0.7682340097306881,0.5475780287348655,0.4014074137749511,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0,0,0,0.2772666666666666,5.417933333333333,19.54051454676605,62,6.424657534246576,0,0.5724064840801683,0.4014074137749511,0.1254415318994463,0.0610847879885474,2
342772,0,0,0,0,0,0,261000.0,234000.0,8950.5,234000.0,6,3,1,2,1,0.0060079999999999,-22225,365243,-6638.0,-4425,,1,0,0,1,0,0,17,1.0,2,2,0,18,0,0,0,0,0,0,0.7864388452305355,0.7628424542555066,0.3893387918468769,3.0,1.0,3.0,0.0,-1716.0,1,0.0,0.0,0.0,5.0,0,0,1,0.0342931034482758,0.896551724137931,26.1437908496732,60,,1,0.646206697110973,0.3893387918468769,0.0081328682497551,0.0649824433877804,11
302900,0,0,0,0,1,0,180000.0,225000.0,22252.5,225000.0,6,1,1,0,1,0.0038179999999999,-12258,-355,-3797.0,-4776,,1,1,1,1,1,0,8,2.0,2,2,0,3,0,0,0,0,0,0,0.5590980724398293,0.5952174391479517,,0.0,0.0,0.0,0.0,-492.0,1,0.0,0.0,1.0,2.0,0,1,0,0.123625,1.25,10.111223458038422,33,0.9726027397260274,0,0.5771577557938905,0.5590980724398293,0.0500412440853344,0.310659607988162,2
109094,0,0,1,1,1,0,90000.0,285723.0,21492.0,238500.0,1,7,4,1,1,0.031329,-16895,-3884,-1306.0,-448,33.0,1,1,0,1,0,0,16,2.0,2,2,5,8,0,0,0,0,0,0,,0.6747361492100982,0.7352209993926424,6.0,0.0,6.0,0.0,-156.0,1,0.0,0.0,1.0,3.0,1,0,0,0.2388,3.1747,13.294388609715243,46,10.64109589041096,0,0.7049785743013703,0.6747361492100982,0.0776730075686285,0.1384794447156833,3
299903,0,0,1,0,1,0,88686.0,360000.0,25236.0,360000.0,6,1,2,3,1,0.028663,-8133,-235,-4765.0,-771,,1,1,1,1,0,0,14,1.0,2,2,5,8,0,0,0,0,0,0,0.6065827862947838,0.4289891195812996,,0.0,0.0,0.0,0.0,-107.0,0,,,,,0,1,0,0.2845544956362898,4.05926527298559,14.265335235378032,22,0.6438356164383562,0,0.5177859529380417,0.4289891195812996,0.1624837130803771,0.4625318410594293,6
202946,0,1,1,0,1,0,157500.0,405000.0,20250.0,405000.0,1,7,1,1,1,0.011703,-21155,-2457,-6666.0,-4051,,1,1,1,1,1,1,10,2.0,2,2,2,18,0,0,0,0,0,0,0.5040114519282928,0.7280277577622509,0.7209441499436497,0.0,0.0,0.0,0.0,-1771.0,0,0.0,0.0,0.0,1.0,0,0,0,0.1285714285714285,2.571428571428572,20.0,57,6.7315068493150685,0,0.6509944532113978,0.5040114519282928,0.034967859716282,0.0854707461523107,9
138755,0,0,0,0,1,1,112500.0,234576.0,24759.0,202500.0,1,7,4,1,3,0.030755,-13062,-1448,-4904.0,-2907,,1,1,0,1,0,0,2,3.0,2,2,2,11,0,0,0,0,0,0,0.50968087470745,0.6906967696501873,0.511891801533151,5.0,3.0,5.0,0.0,-631.0,1,0.0,0.0,1.0,1.0,0,0,0,0.22008,2.08512,9.474372955288986,35,3.967123287671233,0,0.5707564819635961,0.50968087470745,0.0680714549353867,0.2978424410864843,5
351350,0,0,0,0,1,1,450000.0,1483231.5,51687.0,1354500.0,6,4,1,1,1,0.030755,-14216,-4475,-1051.0,-4977,,1,1,0,1,1,0,17,3.0,2,2,0,18,0,0,0,0,1,1,0.3825776300651027,0.7759877670847759,0.3425288720742255,0.0,0.0,0.0,0.0,-2445.0,1,0.0,0.0,0.0,1.0,0,0,1,0.11486,3.29607,28.696413024551628,38,12.26027397260274,0,0.5003647564080347,0.3425288720742255,0.0257300450726426,0.3160957663541005,10
231896,0,0,0,0,1,1,315000.0,628114.5,26532.0,477000.0,6,1,1,1,1,0.04622,-16405,-216,-856.0,-4806,,1,1,0,1,0,0,17,3.0,1,1,1,10,0,1,1,0,0,0,,0.4294337768368542,,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,1,1,1,0.0842285714285714,1.9940142857142855,23.673846675712348,44,0.5917808219178082,0,0.4294337768368542,0.4294337768368542,0.0480579778824272,0.2911052158995642,5
111316,0,0,0,0,0,0,166500.0,900000.0,23872.5,900000.0,6,1,1,1,1,0.007114,-10109,-152,-45.0,-2789,,1,1,0,1,0,0,3,2.0,2,2,0,16,0,0,0,0,0,0,0.198868927948004,0.7415512522026386,0.7700870700124128,0.0,0.0,0.0,0.0,-4.0,1,0.0,0.0,0.0,0.0,0,0,0,0.1433783783783783,5.405405405405405,37.70028275212064,27,0.4164383561643835,0,0.5701690833876851,0.198868927948004,0.0370559623531081,0.3684264999534127,12
178143,0,0,0,0,1,0,112500.0,754740.0,24475.5,630000.0,6,7,4,5,1,0.010643,-18900,-4371,-166.0,-2435,,1,1,0,1,0,0,8,1.0,2,2,6,15,0,0,0,0,0,0,0.6074915942927811,0.6774466104759931,0.6690566947824041,0.0,0.0,0.0,0.0,-1829.0,1,0.0,0.0,0.0,4.0,0,0,0,0.21756,6.7088,30.83655083655084,51,11.975342465753425,0,0.6513316331837261,0.6074915942927811,0.0701747154248429,0.1280822571978148,5
248547,0,0,1,0,0,0,450000.0,755190.0,32125.5,675000.0,1,3,4,1,1,0.04622,-21714,365243,-6132.0,-4318,,1,0,0,1,1,0,17,2.0,1,1,1,10,0,0,0,0,0,0,,0.4506223419389232,0.5388627065779676,0.0,0.0,0.0,0.0,-3534.0,0,0.0,0.0,1.0,1.0,1,0,1,0.07139,1.6782,23.507494046785265,59,,1,0.4947425242584454,0.4506223419389232,0.0392200710089802,0.1031137705595009,11
100394,0,0,1,0,1,0,112500.0,178290.0,11034.0,157500.0,6,3,4,1,1,0.035792,-23721,365243,-3367.0,-5013,,1,0,0,1,0,0,17,2.0,2,2,6,14,0,0,0,0,0,0,,0.6574635771143577,,8.0,0.0,8.0,0.0,-1779.0,0,0.0,0.0,0.0,4.0,1,1,1,0.09808,1.5848,16.158238172920065,64,,1,0.6574635771143577,0.6574635771143577,0.0335959723566238,0.0349526962128206,11
349785,0,0,0,0,1,0,157500.0,510853.5,26878.5,441000.0,6,7,4,3,1,0.002042,-17205,-887,-2807.0,-677,,1,1,0,1,0,0,14,1.0,3,3,5,10,0,0,0,0,1,1,,0.4421112704496625,0.5673792367572691,0.0,0.0,0.0,0.0,-340.0,1,0.0,0.0,0.0,0.0,1,0,0,0.1706571428571428,3.243514285714286,19.006027122049225,47,2.43013698630137,0,0.5047452536034658,0.4421112704496625,0.0952076966172618,0.2223592738923215,6
290034,0,0,0,0,0,1,90000.0,450000.0,24412.5,450000.0,6,4,4,1,1,0.018801,-10761,-872,-7164.0,-1479,,1,1,1,1,1,0,2,3.0,2,2,2,10,0,0,0,0,1,1,,0.0235950830934329,0.5226973172821112,1.0,0.0,1.0,0.0,-551.0,1,0.0,0.0,0.0,1.0,1,0,0,0.27125,5.0,18.433179723502302,29,2.389041095890411,0,0.2731462001877721,0.0235950830934329,0.2648498337109063,0.5933500406630433,5
448513,0,0,0,0,1,0,135000.0,585000.0,18868.5,585000.0,6,1,4,1,1,0.026392,-11127,-581,-3984.0,-2737,,1,1,0,1,0,0,17,2.0,2,2,0,15,0,0,0,0,0,0,0.5381615571830619,0.7369822743380384,0.6610235391308081,0.0,0.0,0.0,0.0,-1116.0,1,0.0,1.0,0.0,0.0,0,0,1,0.1397666666666666,4.333333333333333,31.00405437634152,30,1.5917808219178082,0,0.6453891235506362,0.5381615571830619,0.0367611107900201,0.2822413098270447,5
162107,0,0,0,0,1,0,157500.0,537322.5,42583.5,486000.0,6,7,4,1,1,0.018029,-15488,-2453,-4041.0,-4076,,1,1,0,1,0,0,8,2.0,3,2,0,10,0,0,0,0,0,0,,0.5433057248402577,0.5779691187553125,5.0,0.0,5.0,0.0,-1142.0,1,0.0,0.0,0.0,5.0,1,0,0,0.2703714285714286,3.4115714285714285,12.618091514318929,42,6.720547945205479,0,0.5606374217977852,0.5433057248402577,0.1234770835953326,0.2420977471726489,2
427253,0,0,0,0,1,1,157500.0,417024.0,31311.0,360000.0,6,7,1,0,1,0.02461,-16843,-2068,-7977.0,-381,,1,1,0,1,1,0,2,3.0,2,2,2,12,0,0,0,0,0,0,0.4311240516133093,0.637290325506296,,0.0,0.0,0.0,0.0,-915.0,1,0.0,0.0,0.0,0.0,0,1,0,0.1988,2.6477714285714287,13.318769761425695,46,5.665753424657535,0,0.5342071885598026,0.4311240516133093,0.0721066832893483,0.2186374421045824,5
424709,0,0,0,1,1,1,405000.0,2085120.0,72607.5,1800000.0,1,1,4,1,1,0.04622,-15563,-1193,-3478.0,-4732,3.0,1,1,0,1,0,0,12,3.0,1,1,6,12,0,1,1,0,0,0,,0.7677169657020927,0.6430255641096323,2.0,0.0,2.0,0.0,-1050.0,1,0.0,1.0,0.0,0.0,1,0,0,0.1792777777777777,5.148444444444444,28.71769445305237,42,3.2684931506849315,0,0.7053712649058625,0.6430255641096323,0.0416431862044081,0.1623464458681981,5
316505,0,0,1,1,1,0,90000.0,862560.0,25348.5,720000.0,6,7,4,1,1,0.022625,-19176,-1333,-4516.0,-2709,12.0,1,1,1,1,1,0,8,2.0,2,2,5,10,0,0,0,0,1,1,0.6861906635044972,0.5612499624255123,0.6986675550534175,4.0,0.0,4.0,0.0,-1496.0,1,0.0,0.0,0.0,1.0,0,0,0,0.28165,9.584,34.02804899698207,52,3.652054794520548,0,0.6487027269944757,0.5612499624255123,0.1235739480828544,0.1218786457366104,5
273669,0,0,0,0,1,0,225000.0,1288350.0,41562.0,1125000.0,6,7,4,2,1,0.019101,-9017,-287,-3792.0,-1335,,1,1,1,1,0,0,17,1.0,2,2,6,15,0,1,1,0,1,1,0.4377046686940808,0.5622943519535112,0.6706517530862718,0.0,0.0,0.0,0.0,-596.0,0,0.0,0.0,0.0,0.0,0,0,1,0.18472,5.726,30.99826764833261,24,0.7863013698630137,0,0.5568835912446213,0.4377046686940808,0.0808529873071474,0.4069436406937151,5
310421,0,0,1,1,1,0,180000.0,526491.0,29529.0,454500.0,5,7,4,1,1,0.025164,-8362,-681,-2305.0,-1054,22.0,1,1,1,1,1,0,9,2.0,2,2,3,8,0,0,0,1,1,0,0.1208396042871252,0.0108336555793658,0.0785361445733672,0.0,0.0,0.0,0.0,-539.0,1,0.0,0.0,0.0,3.0,0,0,0,0.16405,2.92495,17.829625114294423,22,1.8657534246575345,0,0.0700698014799527,0.0108336555793658,0.162272738802205,0.8919738638865758,5
340197,0,0,0,0,1,0,135000.0,654592.5,25960.5,654592.5,6,3,4,3,1,0.018209,-23694,365243,-847.0,-4118,,1,0,0,1,0,0,17,1.0,3,3,2,7,0,0,0,0,0,0,,0.5767363819426072,0.4722533429586386,0.0,0.0,0.0,0.0,-202.0,1,0.0,0.0,0.0,1.0,1,0,1,0.1923,4.848833333333333,25.21494193101057,64,,1,0.5244948624506229,0.4722533429586386,0.0813935937524366,0.0485209324029976,11
386462,0,1,0,1,1,0,112500.0,337500.0,16875.0,337500.0,1,7,4,1,1,0.04622,-11301,-1989,-5378.0,-2700,5.0,1,1,0,1,1,0,2,2.0,1,1,5,16,0,0,0,0,0,0,0.3395591955635639,0.6865330343707614,,0.0,0.0,0.0,0.0,-262.0,0,,,,,0,1,0,0.15,3.0,20.0,30,5.449315068493151,0,0.5130461149671627,0.3395591955635639,0.0470200448443857,0.3875755411485848,9
417494,0,0,0,0,1,0,180000.0,328405.5,16897.5,283500.0,6,3,4,0,1,0.0031219999999999,-21684,365243,-7629.0,-5133,,1,0,0,1,0,0,17,2.0,3,3,1,12,0,0,0,0,0,0,0.4008104750970669,0.5707627922010486,0.3312508645909018,0.0,0.0,0.0,0.0,-713.0,1,0.0,0.0,0.0,4.0,0,0,1,0.093875,1.824475,19.43515312916112,59,,1,0.4342747106296724,0.3312508645909018,0.0402946428821265,0.1154541406878219,11
170801,0,0,0,0,1,0,135000.0,1318500.0,36256.5,1318500.0,6,7,4,3,1,0.026392,-20467,-776,-9565.0,-3171,,1,1,0,1,0,0,14,1.0,2,2,0,14,0,0,0,0,1,1,,0.7282485241705203,0.4578995512067301,0.0,0.0,0.0,0.0,-1827.0,1,0.0,1.0,0.0,7.0,1,0,0,0.2685666666666667,9.766666666666667,36.36589301228745,56,2.126027397260274,0,0.5930740376886252,0.4578995512067301,0.0729833880252705,0.1079599491846504,6
362534,0,0,0,0,1,0,135000.0,288873.0,14179.5,238500.0,6,7,4,5,1,0.00733,-20462,-424,-1278.0,-1297,,1,1,0,1,0,0,5,1.0,2,2,2,15,0,0,0,0,0,0,,0.2609278148739624,0.3842068130556564,0.0,0.0,0.0,0.0,-2.0,1,0.0,0.0,1.0,5.0,1,0,0,0.1050333333333333,2.1398,20.37258013329102,56,1.1616438356164382,0,0.3225673139648094,0.2609278148739624,0.0776272151777381,0.1797270391521934,5
210699,0,0,0,1,0,2,202500.0,752742.0,40234.5,697500.0,6,1,4,1,1,0.035792,-14172,-3064,-8307.0,-5356,16.0,1,1,0,1,0,0,8,4.0,2,2,4,16,0,0,0,0,1,1,,0.6187648367338338,,1.0,1.0,1.0,1.0,-1491.0,1,,,,,1,1,0,0.1986888888888889,3.717244444444445,18.708869253998436,38,8.394520547945206,0,0.6187648367338338,0.6187648367338338,0.0757471909947287,0.2411895930867582,5
253165,0,0,0,0,1,2,90000.0,936018.0,30325.5,670500.0,1,4,1,1,5,0.035792,-9910,-2572,-2634.0,-1518,,1,1,1,1,0,0,3,4.0,2,2,5,17,0,0,0,0,0,0,0.3796045839091247,0.4098011492529554,0.6528965519806539,4.0,2.0,4.0,2.0,-1716.0,0,0.0,0.0,0.0,2.0,0,0,0,0.33695,10.4002,30.865707078201517,27,7.046575342465753,0,0.4807674283809113,0.3796045839091247,0.1988675027592167,0.4450564899592188,10
206499,0,0,0,0,0,0,360000.0,315000.0,16083.0,315000.0,6,7,4,1,1,0.035792,-13030,-1196,-1934.0,-1936,,1,1,0,1,0,0,15,2.0,2,2,0,14,0,0,0,0,1,1,0.6216739189906825,0.5684575948613274,0.3622772470384314,6.0,0.0,6.0,0.0,-1681.0,1,0.0,0.0,0.0,2.0,0,0,0,0.044675,0.875,19.5858981533296,35,3.276712328767123,0,0.5174695869634804,0.3622772470384314,0.0192791569495702,0.3348170212906462,5
246626,0,0,0,0,0,0,180000.0,469152.0,22698.0,405000.0,6,1,4,3,2,0.032561,-17119,-7156,-6552.0,-667,,1,1,0,1,0,0,3,1.0,1,1,4,17,0,0,0,0,0,0,0.7588411865376858,0.2749731034402061,0.7209441499436497,4.0,0.0,4.0,0.0,-1723.0,1,0.0,0.0,0.0,2.0,0,0,0,0.1261,2.6064,20.669310071371928,46,19.605479452054794,0,0.5849194799738472,0.2749731034402061,0.09142589165619,0.1948337134816635,9
190286,0,0,0,0,1,0,157500.0,518562.0,22099.5,463500.0,6,4,4,1,1,0.00702,-16647,-263,-3393.0,-195,,1,1,0,1,0,0,11,2.0,2,2,6,10,0,0,0,0,1,1,,0.3996126375119529,0.7517237147741489,0.0,0.0,0.0,0.0,-1927.0,1,0.0,0.0,0.0,3.0,1,0,0,0.1403142857142857,3.2924571428571427,23.464874770922417,45,0.7205479452054795,0,0.5756681761430509,0.3996126375119529,0.0842429239193942,0.2078359953585057,9
325603,0,0,1,1,0,0,112500.0,1005120.0,27769.5,720000.0,6,7,4,2,1,0.016612,-16427,-141,-3539.0,-4026,14.0,1,1,0,1,0,0,16,1.0,2,2,5,16,0,0,0,0,0,0,,0.1397715654060803,0.6690566947824041,3.0,1.0,3.0,0.0,-1.0,0,0.0,0.0,0.0,1.0,1,0,0,0.24684,8.9344,36.195106141630205,45,0.3863013698630137,0,0.4044141300942422,0.1397715654060803,0.2123387867951631,0.2917155281171058,3
344316,0,0,0,0,1,0,126000.0,237024.0,12987.0,180000.0,6,3,4,0,1,0.025164,-20659,365243,-637.0,-677,,1,0,0,1,0,0,17,2.0,2,2,5,9,0,0,0,0,0,0,,0.3830044745959776,0.0720131886405828,0.0,0.0,0.0,0.0,-391.0,0,0.0,0.0,2.0,1.0,1,0,1,0.1030714285714285,1.8811428571428568,18.25086625086625,56,,1,0.2275088316182802,0.0720131886405828,0.0635946102255717,0.2049466365094358,11
411172,0,1,1,1,1,0,360000.0,1350000.0,67500.0,1350000.0,6,1,1,1,1,0.072508,-12623,-1599,-6655.0,-4374,0.0,1,1,0,1,1,1,7,2.0,1,1,5,13,0,0,0,0,0,0,0.0955877961335519,0.7653650684976948,,0.0,0.0,0.0,0.0,-559.0,0,0.0,0.0,0.0,1.0,0,1,0,0.1875,3.75,20.0,34,4.380821917808219,0,0.4304764323156234,0.0955877961335519,0.0439940496566822,0.4068025483459833,12
389992,0,0,1,1,1,2,450000.0,701730.0,72036.0,675000.0,6,1,4,1,1,0.006233,-16911,-2047,-2692.0,-443,7.0,1,1,0,1,0,0,10,4.0,2,2,2,12,0,0,0,0,0,0,0.6272356009453758,0.6386136180590145,0.7394117535524816,1.0,0.0,1.0,0.0,-904.0,1,0.0,0.0,0.0,1.0,0,0,0,0.16008,1.5594,9.741379310344827,46,5.608219178082192,0,0.668420324185624,0.6272356009453758,0.0578507320211129,0.1556394396679724,1
381491,0,0,1,0,1,0,225000.0,1268181.0,34137.0,1080000.0,6,4,1,1,1,0.025164,-21291,-2632,-9858.0,-4755,,1,1,0,1,1,1,17,2.0,2,2,0,10,0,0,0,0,0,0,0.8642087566074331,0.5251011496117948,0.133429254467317,0.0,0.0,0.0,0.0,-1453.0,1,0.0,0.0,0.0,1.0,0,0,1,0.15172,5.63636,37.14974953862378,58,7.210958904109589,0,0.5075797202288483,0.133429254467317,0.0720516535808984,0.1105433281118912,10
155986,0,0,0,1,0,0,54000.0,199008.0,19386.0,180000.0,6,3,4,1,1,0.006852,-22983,365243,-11436.0,-4490,17.0,1,0,0,1,0,0,17,2.0,3,3,6,6,0,0,0,0,0,0,,0.0577032060237035,0.5549467685334323,3.0,1.0,3.0,1.0,-761.0,1,0.0,1.0,0.0,3.0,1,0,1,0.359,3.685333333333333,10.265552460538531,62,,1,0.3063249872785679,0.0577032060237035,0.3382845490374904,0.099096430388776,11
201874,0,0,0,0,1,0,180000.0,841500.0,43096.5,841500.0,5,1,4,1,1,0.026392,-16103,-1460,-3949.0,-4628,,1,1,0,1,0,0,14,2.0,2,2,4,18,0,0,0,0,0,0,0.5705326763385677,0.5839738617763849,0.7544061731797895,4.0,0.0,4.0,0.0,-1308.0,1,0.0,0.0,0.0,7.0,0,0,0,0.239425,4.675,19.52594758275034,44,4.0,0,0.6363042370982473,0.5705326763385677,0.099607058144189,0.1855590627049758,5
101491,0,0,1,0,1,1,135000.0,291384.0,20853.0,270000.0,6,7,4,1,1,0.020713,-13969,-7329,-3431.0,-4635,,1,1,0,1,0,0,8,3.0,3,3,4,12,0,0,0,0,0,0,0.2783398881707161,0.6066229205460056,0.6178261467332483,2.0,0.0,2.0,0.0,-827.0,1,0.0,0.0,0.0,1.0,0,0,0,0.1544666666666666,2.1584,13.973241260250324,38,20.07945205479452,0,0.5009296518166567,0.2783398881707161,0.0607636462063269,0.3157383835445641,5
130644,0,1,1,1,1,0,157500.0,270000.0,13500.0,270000.0,6,4,1,1,1,0.006296,-11347,-1743,-5221.0,-2542,2.0,1,1,0,1,0,0,17,2.0,3,3,0,10,0,0,0,0,1,1,0.4062230024782905,0.5583292832665239,0.2055981385493208,5.0,0.0,5.0,0.0,-651.0,0,0.0,1.0,0.0,4.0,0,0,1,0.0857142857142857,1.7142857142857142,20.0,31,4.7753424657534245,0,0.3900501414313784,0.2055981385493208,0.0378574900057265,0.4730223392981147,7
252920,0,0,1,1,1,2,157500.0,343377.0,16830.0,283500.0,6,1,1,2,1,0.0196889999999999,-12057,-4836,-2712.0,-4623,10.0,1,1,0,1,0,0,10,3.0,2,2,0,9,0,0,0,0,0,0,,0.6807015328428686,0.1385128770585923,0.0,0.0,0.0,0.0,-489.0,1,0.0,0.0,0.0,2.0,1,0,0,0.1068571428571428,2.1801714285714286,20.402673796791444,33,13.24931506849315,0,0.4096072049507304,0.1385128770585923,0.0341193219190763,0.4337579718729327,5
105593,0,0,0,0,0,2,94500.0,241618.5,23665.5,229500.0,6,7,4,0,1,0.01885,-13515,-3771,-6495.0,-3085,,1,1,0,1,0,0,14,4.0,2,2,4,13,0,0,0,0,0,0,0.4085405773868038,0.3246100058501539,0.6610235391308081,2.0,1.0,2.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.2504285714285714,2.556809523809524,10.209735691196045,37,10.331506849315067,0,0.464724707455922,0.3246100058501539,0.1691369513920971,0.3495675379879693,6
156024,0,0,1,1,1,0,157500.0,876019.5,34870.5,783000.0,5,1,4,1,1,0.025164,-17571,-184,-9058.0,-1104,6.0,1,1,0,1,1,0,4,2.0,2,2,5,8,0,0,0,0,0,0,,0.703138887670762,0.7801436381572275,0.0,0.0,0.0,0.0,-1419.0,0,0.0,0.0,3.0,3.0,1,0,0,0.2214,5.562028571428572,25.122080268421733,48,0.5041095890410959,0,0.7416412629139948,0.703138887670762,0.0657250502696932,0.1107251730368593,9
328717,0,0,1,0,1,0,157500.0,1683990.0,46309.5,1318500.0,6,7,4,1,1,0.035792,-17570,-1782,-230.0,-1104,,1,1,0,1,0,0,8,2.0,2,2,5,10,0,0,0,0,1,1,,0.4515590649826177,0.5673792367572691,0.0,0.0,0.0,0.0,-1386.0,1,0.0,0.0,2.0,1.0,1,0,0,0.2940285714285714,10.692,36.363813040520846,48,4.882191780821918,0,0.5094691508699434,0.4515590649826177,0.1612573046361108,0.2102275067700242,8
102454,0,0,0,0,0,0,225000.0,675000.0,26901.0,675000.0,6,7,4,3,1,0.010276,-20781,-145,-3464.0,-4123,,1,1,0,1,0,0,17,1.0,2,2,5,16,0,0,0,0,0,0,0.8614595054886821,0.7559707548417056,0.7476633896301825,6.0,0.0,6.0,0.0,-1805.0,1,0.0,0.0,0.0,0.0,0,0,1,0.11956,3.0,25.092004014720644,56,0.3972602739726027,0,0.7883645499868567,0.7476633896301825,0.0291761365511256,0.0561481806157318,8
419943,0,0,0,1,1,0,112500.0,1971072.0,68643.0,1800000.0,5,7,4,1,1,0.004849,-19239,-3641,-2819.0,-2789,2.0,1,1,0,1,0,0,8,2.0,2,2,1,11,0,0,0,0,0,0,0.8445160014303718,0.6034195751736268,0.746300213050371,0.0,0.0,0.0,0.0,-1867.0,1,0.0,0.0,1.0,1.0,0,0,0,0.61016,17.52064,28.714828897338403,52,9.975342465753425,0,0.7314119298847898,0.6034195751736268,0.2419775120120599,0.0931836161624199,8
180211,0,0,0,0,1,1,135000.0,1488159.0,51858.0,1359000.0,6,1,4,2,1,0.006207,-14260,-1484,-5331.0,-4219,,1,1,0,1,0,0,6,2.0,2,2,5,14,0,0,0,0,0,0,0.3765056587834546,0.6087134888907931,0.7209441499436497,0.0,0.0,0.0,0.0,-1733.0,1,0.0,0.0,0.0,3.0,0,0,0,0.3841333333333333,11.0234,28.696806664352657,39,4.065753424657534,0,0.5687210992059658,0.3765056587834546,0.15030619180075,0.2640483066085923,6
327174,0,0,0,0,1,0,112500.0,225000.0,22252.5,225000.0,6,1,4,3,1,0.032561,-24764,-418,-15019.0,-3974,,1,1,0,1,0,0,17,1.0,1,1,0,16,0,0,0,0,0,0,,0.7903979879895309,0.6127042441012546,0.0,0.0,0.0,0.0,-492.0,1,0.0,1.0,0.0,3.0,1,0,1,0.1978,2.0,10.111223458038422,67,1.1452054794520548,0,0.7015511160453927,0.6127042441012546,0.0414592779756708,0.012181587100188,8
217163,0,0,1,1,1,0,315000.0,1350000.0,53541.0,1350000.0,6,4,1,1,5,0.035792,-11336,-960,-2463.0,-3610,6.0,1,1,0,1,1,0,10,2.0,2,2,1,14,0,0,0,0,0,0,,0.6770020641691991,0.7583930617144343,2.0,0.0,2.0,0.0,-1874.0,1,0.0,2.0,0.0,1.0,1,0,0,0.1699714285714285,4.285714285714286,25.214321734745337,31,2.6301369863013697,0,0.7176975629418167,0.6770020641691991,0.0549004205787838,0.2189284205757339,5
324642,0,0,1,0,1,1,135000.0,912240.0,30276.0,787500.0,6,1,4,1,1,0.011703,-18307,-290,-2821.0,-1783,,1,1,0,1,0,0,6,3.0,2,2,5,16,0,0,0,0,1,1,,0.6843642128794051,,0.0,0.0,0.0,0.0,-1020.0,1,0.0,0.0,1.0,0.0,1,1,0,0.2242666666666666,6.757333333333333,30.1307966706302,50,0.7945205479452054,0,0.6843642128794051,0.6843642128794051,0.0707865858582454,0.1223893868426796,6
